Little Turtle Dove,Otis Williams And His Charms
Baby I Need Your Lovin',Johnny Rivers
I Can't Take You Anywhere,Scotty Emerick With Toby Keith
I'm A Survivor,Reba
Gypsy Spirit,Pendulum
Magic,Coldplay
Maybe Love Will Change Your Mind,Stevie Nicks
Remember When,Alan Jackson
Small Sad Sam,Phil McLean
Passin' Me By,The Pharcyde
"Mary, Mary",Run-D.M.C.
All Woman,Lisa Stansfield
Turn On The Lights,Future
Open,Smokey Robinson
P.Y.T. (Pretty Young Thing),Glee Cast
Among My Souvenirs,Connie Francis
Gloria,The Doors
Cupid,Johnny Rivers
El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
Without You,Hinder
Spend My Life With You,Eric Benet Featuring Tamia
"You, I",The Rugbys
Patty Cake,Kodak Black
"Alright, Okay, You Win",Peggy Lee
(Bringing Out) The Girl In Me,Maxine Nightingale
Don't Ask Me How I Know,Bobby Pinson
Avalanche,Migos
This Is Gospel,Panic! At The Disco
Nothin',N.O.R.E.
Pretty Ballerina,The Left Banke
Heart Of Stone,The Rolling Stones
Fastest Girl In Town,Miranda Lambert
Why Did You Leave Me?,Vince Edwards
Champagne Jam,Atlanta Rhythm Section
What I Didn't Know,Athenaeum
X,Lil Uzi Vert
Things I Should Have Said,The Grass Roots
Pop Goes The World,Men Without Hats
Soul Makossa,Manu Dibango
The Wild Life,Bananarama
You Don't Believe,The Alan Parsons Project
Just A Fool,Christina Aguilera With Blake Shelton
Bonanza!,Johnny Cash
Paradise,Bazzi
With A Woman You Love,Justin Moore
Where Have You Been,Rihanna
Learn To Fly,Foo Fighters
Doe Boy Fresh,Three 6 Mafia Featuring Chamillionaire
I Don't,Mariah Carey Featuring YG
"Wake Me, Shake Me",The Coasters
Memphis Soul Stew,King Curtis
Gotta See Jane,R. Dean Taylor
Tell Me That I'm Wrong,"Blood, Sweat & Tears"
One Of Those Nights,Tim McGraw
Today's The Day,America
Look In My Eyes,The Chantels
Bigger Than My Body,John Mayer
Reuben James,Kenny Rogers & The First Edition
Georgia Rain,Trisha Yearwood
0 To 100 / The Catch Up,Drake
Bop Gun (One Nation),Ice Cube Featuring George Clinton
Overdue,Metro Boomin Featuring Travis Scott
I Can't Hold On,Karla Bonoff
Love The One You're With/Going In Circles,Luther Vandross
Ain't That A Shame,Cheap Trick
Hey You! Get Off My Mountain,The Dramatics
Pictures Of Lily,The Who
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie"
Let's Move & Groove (Together),Johnny Nash
The Black Dog,Taylor Swift
If You Leave Me Now,Chicago
Everyone's Gone To The Moon,Jonathan King
Attention,The Weeknd
I Can't Let Go,The Hollies
Babe (Taylor's Version) (From The Vault),Taylor Swift
Boom Boom Boom,The Outhere Brothers
Bongo Stomp,Little Joey And The Flips
Oh! No Not My Baby,Rod Stewart
Drowning In Your Eyes,Ephraim Lewis
It's Up To You,The Tuesdays
Worst Behavior,Drake
Me And My Baby Got A Good Thing Going,Lyn Collins
You Can Have Him,Timi Yuro
Mary Don't You Weep,Stonewall Jackson
The Elvis Medley,Elvis Presley
Get Ugly,Lil Baby
iPHONE,DaBaby & Nicki Minaj
How 'bout Us,Champaign
Everything I Need,Men At Work
Something Got Me Started,Simply Red
I (Who Have Nothing),Sylvester
"Wiggle, Wiggle",The Accents
"Too Pooped To Pop (""Casey"")",Chuck Berry
Over It,Katharine McPhee
I Need You Now,100 Strings and Jono (Choir of 40 Voices)
It's Time For Love,The Chi-lites
Biggest Part Of Me,Ambrosia
Love Me Anyway,P!nk Featuring Chris Stapleton
Lovesick Blues,Floyd Cramer
Strangelove,Depeche Mode
Don't Make Me Do It,Patrick Simmons
Tra La La La Suzy,Dean And Jean
Ain't That Some,Morgan Wallen
"No Body, No Crime",Taylor Swift Featuring HAIM
Havin' Fun,Dion
War,Edwin Starr
Mashed Potatoes U.S.A.,James Brown And The Famous Flames
Let The Good Times Roll,Shirley & Lee
I Invented Sex,Trey Songz Featuring Drake
Woman,Raheem DeVaughn
Window Pain (Outro),J. Cole
All Eyez,The Game Featuring Jeremih
Johnny Will,Pat Boone
Respect,The Rationals
Home Alone,R. Kelly Featuring Keith Murray
Think It Over,Cheryl Ladd
Cheated (To All The Girls),Wyclef Jean Featuring Queen Pen & The Product
She's The One,The Chartbusters
"Little Ole Wine Drinker, Me",Dean Martin
The People In Me,The Music Machine
F**k Him He's A DJ,Ke$ha
DJ Keep Playin' (Get Your Music On),Yvette Michele
Bad Girlfriend,Theory Of A Deadman
Takin' It To The Streets,Taylor Hicks
All I Want For Christmas Is You,Mariah Carey
I Wanna Be With You,Mandy Moore
Who Do U Love,Deborah Cox
When Will I Know,George Hamilton IV
Backwoods,Justin Moore
No Promises,Cheat Codes Featuring Demi Lovato
Just About Over You,Priscilla Block
Do You Wanna Get Funky,C+C Music Factory
I Was Such A Fool (To Fall In Love With You),Connie Francis
"I Wanna Make Love To You (From ""Innocent Blood"")",Rhythm Syndicate
My Whole World Ended (The Moment You Left Me),David Ruffin
Gin And Juice,Snoop Doggy Dogg
Stir Fry,Migos
Mishale,Andru Donalds
Blockbuster,The Sweet
Stickz N Stonez,J. Cole
Friends And Lovers,Carl Anderson & Gloria Loring
Grace Kelly,MIKA
Keep On Running,Stevie Wonder
Make Love To Your Mind,Bill Withers
Clock Strikes,Timbaland & Magoo
My Mammy,The Happenings
People,Barbra Streisand
America Has A Problem,Beyonce Featuring Kendrick Lamar
You Make Me Feel (Mighty Real),Jimmy Somerville
I Can't Turn You Loose,Edgar Winter's White Trash
Play My Music,Jonas Brothers
For Tonight,Giveon
Hold On To The Nights,Richard Marx
Beer Money,Kip Moore
The Big Time Spender (Parts I & II),Cornbread & Biscuits
Mr. Limousine Driver,Grand Funk Railroad
Why Don't We Fall In Love,Amerie
September,Daughtry
Burning Heart,Survivor
Cowboy Jimmy Joe (Die Sterne Der Prarie),Lolita
Birthday Cake,Rihanna Featuring Chris Brown
Hard Rock Cafe,Carole King
Aw Naw,Chris Young
Tom Ford,JAY-Z
There Will Never Be Another You,Chris Montez
How To Love,Lil Wayne
Kiss You,One Direction
Break My Stride,Matthew Wilder
England Swings,Roger Miller
The Animal Trainer And The Toad,Mountain
Here's Some Love,Tanya Tucker
I Wanna Stay With You,Gallagher And Lyle
Theme From S.W.A.T.,Rhythm Heritage
Red Roses For A Blue Lady,Wayne Newton
I Heard It Thru The Grapevine,King Curtis & The Kingpins
Get Right,Jennifer Lopez
Didn't You Know How Much I Loved You,Kellie Pickler
Can I Get To Know You Better,The Turtles
Until The End Of Time,2Pac
We Are Tonight,Billy Currington
Can't Let Go,Laurnea
Love Is A Beautiful Thing,Phil Vassar
Give Me Just A Little More Time,Chairman Of The Board
Funk # 49,James Gang
Talk That Talk,Jackie Wilson
How Am I Supposed To Live Without You,Laura Branigan
The Other Side,Aerosmith
Rockin' Soul,The Hues Corporation
Don't Let The Sun Catch You Crying,Gerry And The Pacemakers
I'll Remember Tonight,Pat Boone
Starstrukk,3OH!3 Featuring Katy Perry
For Me And My Gal,Freddy Cannon
Switch,Will Smith
I've Got Five Dollars And It's Saturday Night,George & Gene
I'm Alive,Electric Light Orchestra
You Are On My Mind,Chicago
Little Boxes,Pete Seeger
Santa Claus Is Watching You,Ray Stevens
The Chipmunk Song (Christmas Don't Be Late) (2007),Alvin And The Chipmunks
Never Make A Promise,Dru Hill
Deep Inside,Mary J. Blige
Crawling,Linkin Park
Infinite,Eminem
Bank Account,21 Savage
Uprising,Muse
We Got A Love Thang,CeCe Peniston
Oh La De Da,The Staple Singers
Bit By Bit (Theme From Fletch),Stephanie Mills
Full Measure,The Lovin' Spoonful
"What Up, What's Haapnin'",T.I.
What Are Boys Made Of,The Percells
Circles,Megan Thee Stallion
Gold Diggin' Girls,MC Nas-D & DJ Fred
Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry"
Surfin' Safari,The Beach Boys
Shooting Star,Dollar
She Understands Me,Johnny Tillotson
(Do The) Mashed Potatoes (Part 1),Nat Kendrick And The Swans
I Love Your Smile,Shanice
Angel Eyes,The Jeff Healey Band
Party Lights,Claudine Clark
The Boys Are Back In Town,Thin Lizzy
Have You Ever?,Brandy
Club Michelle,Eddie Money
"Darkness, Darkness",The Youngbloods
Without Love (There Is Nothing),Ray Charles
"(Meet) The Flintstones (From ""The Flintstones"")",The B.C. 52's
Is There Someone Else?,The Weeknd
Stop To Love,Luther Vandross
Mother,Danzig
Maybe Not Tonight,Sammy Kershaw & Lorrie Morgan
Break Down Here,Julie Roberts
Crooked Smile,J. Cole Featuring TLC
The Race Is On,Jack Jones
From The Bottom Of My Broken Heart,Britney Spears
Juke Box Hero,Foreigner
One Call Away,Charlie Puth
We're Not Making Love No More,Dru Hill
The Heartbreak Kid,Bo Donaldson And The Heywoods
Long And Lasting Love (Once In A Lifetime),Glenn Medeiros
MIND GAMES,John Lennon
S91,Karol G
The Monster,Eminem Featuring Rihanna
Up For The Down Stroke,Parliament
Don't Forget Me (When I'm Gone),Glass Tiger
Broken Arrow,Rod Stewart
Ho Hey,The Lumineers
Bring It On,Keith Washington
Let's Be Young Tonight,Jermaine Jackson
Check It Out,John Mellencamp
Baby,Ashanti
One Day At A Time,Marilyn Sellars
You Thrill Me,Exile
Goin' Home,The Osmonds
Love Somebody,Rick Springfield
Blue Christmas,The Browns Featuring Jim Edward Brown
Why Can't You Bring Me Home,Jay & The Americans
Man In The Mirror,Glee Cast
Grow Some Funk Of Your Own/I Feel Like A Bullet (In The Gun Of Robert Ford),Elton John
Primitive Love Rites,Mondo Rock
I Don't Let Go,XXXTENTACION
Stormy,Santana
Leave (Get Out),JoJo
Teenage Dream,Glee Cast
Ignorantes,Bad Bunny & Sech
Living For You,Sonny & Cher
Thique,Beyonce
Alphabet St.,Prince
Single Soon,Selena Gomez
Lady Love,The Klowns
Bomdigi,Erick Sermon
Ride Out,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan"
"Mama Was A Rock And Roll Singer, Papa Used To Write All Her Songs Part 1",Sonny & Cher
Expensive Pain,Meek Mill
Make It Better (Forget About Me),Tom Petty And The Heartbreakers
When Smokey Sings,ABC
The Light Is Coming,Ariana Grande Featuring Nicki Minaj
Gee,George Hamilton IV
Hand It Over,Chuck Jackson
If I Was A Cowboy,Miranda Lambert
Katy Too,Johnny Cash And The Tennessee Two
Waitin' In Your Welfare Line,Buck Owens
Grover Henson Feels Forgotten,Bill Cosby
Some People Change,Montgomery Gentry
Kiss The Girl,Ashley Tisdale
I Still Get Jealous,Louis Armstrong And The All Stars
Ease Back,The Meters
Baker Street,Gerry Rafferty
Thieves In The Temple,Prince
I'm Overjoyed,Nona Gaye
Pressurelicious,Megan Thee Stallion Featuring Future
Forever In Blue Jeans,Neil Diamond
Don't,Billy Currington
All The Right Moves,OneRepublic
Keep It Confidential,Nona Hendryx
Marina,Rocco Granata and the International Quintet
There She Goes,Jerry Wallace
Good As Hell,Lizzo
Few And Far Between,"10,000 Maniacs"
Not Afraid Anymore,Halsey
Clocks,Coldplay
Put Away Your Love,Alessi
Fantasy,Aldo Nova
On The Road Again,Willie Nelson
Ghetto Child,The Spinners
Rich Spirit,Kendrick Lamar
Ebony Eyes,Rick James And Smokey Robinson
Rhythm of Love,Plain White T's
I Wasn't With It,Jesse Powell
Always And Forever,Whistle
No Return,Polo G Featuring The Kid LAROI & Lil Durk
1 Thing,Amerie
Don't Let It Show,The Alan Parsons Project
Fearless,Taylor Swift
That's What I'm Looking For,Da Brat
Week End,The Kingsmen
You Got Em,Lil Durk
Miss Americana & The Heartbreak Prince,Taylor Swift
Tip Of My Tongue,Kenny Chesney
Feelings Of Forever,Tiffany
Something,Johnny Rodriguez
Just One Time,Don Gibson
Somewhere,Glee Cast
Sexual (Li Da Di),Amber
Southern Pacific,Neil Young / Crazy Horse
Player's Ball,OutKast
Buy Me A Boat,Chris Janson
Fucking Fans,Drake
It's Been Awhile,Staind
How Can You Love Me,Ambrosia
Money For Nothing,Dire Straits
I'm A Woman,Maria Muldaur
Flow Joe,Fat Joe
Let Me Entertain You,Ray Anthony
"Cherry, Cherry",Neil Diamond
Hey Little Girl,Major Lance
You Got That Touch,Sonny James
Tennessee,Arrested Development
Bed And Board,Barbara Mason
"John Cougar, John Deere, John 3:16",Keith Urban
My Uncle Used To Love Me But She Died,Roger Miller
Pink Shoe Laces,Dodie Stevens
Forever,Pete Drake And His Talking Steel Guitar
143,Bobby Brackins Featuring Ray J
Hard For The Next,Moneybagg Yo & Future
Brother Louie,Stories
The Battle Of New Orleans,Johnny Horton
What's Happening,Wade Flemons
Little Suzi,Tesla
You're All I Need To Get By,Johnny Mathis & Deniece Williams
You've Lost That Lovin' Feelin',Roberta Flack & Donny Hathaway
Deep Inside My Heart,Randy Meisner
Best Of You,Foo Fighters
Promised Land,Chuck Berry
Make Em' Say Uhh!,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal"
Come And Stay With Me,Marianne Faithfull
Sittin' On A Time Bomb (Waitin' For The Hurt To Come),The Honey Cone
Graceland,Paul Simon
I Got My Mind Made Up (You Can Get It Girl),Instant Funk
Broken Heart,The Fiestas
Greatest Love Of All,Whitney Houston
Me Enamora,Juanes
In Your Eyes,The Weeknd
I'd Do Anything To Make You Smile,Jack Harlow
8am In Charlotte,Drake
Making Love,Roberta Flack
Sweet Young Thing Like You,Ray Charles
School's Out,Alice Cooper
Wishing It Was You,Connie Francis
Groovy Summertime,The Love Generation
Society's Child (Baby I've Been Thinking),Janis Ian
Hold On (Tighter To Love),Clubland
I Run To You,Lady Antebellum
See You In September,The Happenings
Give Me You,Mary J. Blige
Make A Little Magic,The Dirt Band
Hang On To Your Life,The Guess Who
Kathy-O,The Diamonds
We May Never Love Like This Again,Maureen McGovern
Machine Gun,Commodores
My President,Young Jeezy Featuring Nas
Honolulu Lulu,Jan & Dean
My Shoes Keep Walking Back To You,Guy Mitchell
My Tears Ricochet,Taylor Swift
He's A Liar,Bee Gees
Come With Me Now,KONGOS
10 Bands,Drake
Sober,P!nk
Poor Man's Son,The Reflections
You Saved My Soul,Burton Cummings
Deep Inside Of You,Third Eye Blind
Outta My System,Bow Wow Featuring T-Pain & Johnta Austin
Breakdown,Seduction
High School Nights,Dave Edmunds
The Right Combination,Seiko & Donnie Wahlberg
Sure Feels Good,Elvin Bishop
Gangnam Style,PSY
It's My Job,Jimmy Buffett
Dive In,Trey Songz
Poppin,Yeat
Stand!,Sly & The Family Stone
Parents Just Don't Understand,D.J. Jazzy Jeff & The Fresh Prince
Pray,Justin Bieber
A Star Is Born (A Love Has Died),Mark Dinning
Blt,Lee Oskar
Saint-Tropez,Post Malone
I'm Gonna Move To The Outskirts Of Town,Ray Charles
You're The Reason Why,The Ebonys
Rewind,Rascal Flatts
What's Up?,4 Non Blondes
Run To Me,Savoy Brown
Don't Wanna Break Up Again,Ariana Grande
You Better Think Twice,Poco
Bell Bottom Blues,Eric Clapton
Tunnel Of Love,Doris Day
Nobody But You,Dee Clark
Clap For The Wolfman,The Guess Who
Kick The Dust Up,Luke Bryan
Hey Baby (They're Playing Our Song),The Buckinghams
Hurdy Gurdy Man,Donovan
Go All The Way,Raspberries
Fire Flame,Birdman Featuring Lil Wayne
Bang-Shang-A-Lang,The Archies
Head Above Water,Avril Lavigne
Guys Like Me,Eric Church
Body,The Jacksons
Dangerously In Love,Beyonce
Queen Of The Roller Derby,Leon Russell
Reach Out,Merrilee Rush
She's Not Cryin' Anymore,Billy Ray Cyrus
The Dream Is Still Alive,Wilson Phillips
Just Another Day In Paradise,Bertie Higgins
Raise A Little Hell,Trooper
Song On The Radio,Al Stewart
Lipstick Traces (On A Cigarette),Benny Spellman
Private Number,Judy Clay & William Bell
"Goodbye Jimmy, Goodbye",Kathy Linden
Look Back At It,A Boogie Wit da Hoodie
Church Bells,Carrie Underwood
Poor Man's Son,Survivor
This Is Halloween,The Citizens of Halloween
"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen
Cold December,Rod Wave
She Came In Through The Bathroom Window,Joe Cocker
Savin' Myself,Eria Fachin
Hot Mama,Trace Adkins
Pony Time,Chubby Checker
Crying,Don McLean
Redwood Tree,Van Morrison
Smells Like Teen Spirit,Nirvana
Someday We'll Be Together,Diana Ross & The Supremes
Soul-Limbo,Booker T. & The MG's
So In Love,Orchestral Manoeuvres In The Dark
Killer,Eminem Featuring Jack Harlow & Cordae
Primal Scream,Motley Crue
The Way You Make Me Feel,Michael Jackson
Whip Appeal,Babyface
Corso,"Tyler, The Creator"
"Look, Here Comes The Sun",The Sunshine Company
Operator,Midnight Star
Chewy Chewy,Ohio Express
Silver Moon,Michael Nesmith & The First National Band
If You Let Me,Eddie Kendricks
At The Beginning,Richard Marx & Donna Lewis
Boyfriend,Justin Bieber
Why Not Now,Matt Monro
The Lady Came From Baltimore,Bobby Darin
It's A Cotton Candy World,Jerry Wallace
Welcome To New York,Taylor Swift
FR,Lil Baby
Help Me,Joni Mitchell
Keep Me In Mind,Zac Brown Band
She Didn't Know (She Kept On Talking),Dee Dee Warwick
Sandstorm,Darude
Ring The Living Bell,Melanie
Nice Girls,Melissa Manchester
Secret Garden,Bruce Springsteen
What You Got,Duke & The Drivers
Request Line,The Black Eyed Peas Featuring Macy Gray
Free Smoke,Drake
So Hard Livin' Without You,Airwaves
I Believe In You,Stryper
I Put A Spell On You,Alan Price Set
Crimson And Clover,SF Spanish Fly
Daydreamer,C.C. & Company
True Colors,The Weeknd
The Dodo,Jumpin' Gene Simmons
Lolly,Maejor Ali Featuring Juicy J & Justin Bieber
Kiss Tomorrow Goodbye,Luke Bryan
Johnny One Time,Brenda Lee
Tough World,Donnie Iris
My Destiny,Katharine McPhee
Passionate Kisses,Mary Chapin Carpenter
Sin So Well,Rebekah
Wholy Holy,Aretha Franklin With James Cleveland & The Southern California Community Choir
Windows,Missing Persons
Me To Me,Morgan Wallen
Ding-A-Ling,Hi-Town DJs
Pocketful Of Rainbows,Deane Hawley
Who's Your Baby?,The Archies
Philadelphia,B.B. King
The One That You Love,Air Supply
All I Ever Wanted,Chuck Wicks
More Bounce To The Ounce Part I,Zapp
How,Lil Baby
Let Me Down Easy,Cornelius Brothers & Sister Rose
Signs,Five Man Electrical Band
All Day Music,War
Request Line,Zhane
Baby Be Mine,The Jelly Beans
Empty Arms,Sonny James
Close To You,B.T. Express
U Should've Known Better,Monica
(Forever) Live And Die,Orchestral Manoeuvres In The Dark
The Grass Is Greener,Brenda Lee
It's All Over,Ben E. King
R.I.C.O.,Meek Mill Featuring Drake
I Forgot That You Existed,Taylor Swift
"I'll Remember (From ""With Honors"")",Madonna
Rock The Night,Europe
Beautiful Mess,Diamond Rio
Silence Is Golden,The Tremeloes
Emotions,H-Town
They Don't Know,Jason Aldean
Lord Above,Fat Joe & Dre Featuring Eminem & Mary J. Blige
The Dawn Of Correction,The Spokesmen
The Rockafeller Skank,Fatboy Slim
You're My Best Friend,Queen
It Keeps Right On A-Hurtin',Johnny Tillotson
I Am Love,Jennifer Holliday
A City Girl Stole My Country Boy,Patti Page
You Need A Woman Tonight,Captain & Tennille
Leavin',The Tony Rich Project
Since I Met You Baby,Bobby Vee
Yours,Shai
Goodies,Ciara Featuring Petey Pablo
They Don't Love It,Jack Harlow
Sugar And Spice,The Cryan' Shames
Money,Gladys Knight And The Pips
You Can't Sit Down,The Dovells
Electric Touch (Taylor's Version) (From The Vault),Taylor Swift Featuring Fall Out Boy
Beautiful,Carly Rae Jepsen Featuring Justin Bieber
Peaches & Cream,112
Jealous Guy,John Lennon & The Plastic Ono Band
Ballin',Mustard & Roddy Ricch
Cuts Both Ways,Gloria Estefan
Lazy Eyes,T.M.G.
Let It Shine,Santana
Cab Driver,The Mills Brothers
Dear Heart,Jack Jones
Goodbye,Kristinia DeBarge
Get Me To The World On Time,The Electric Prunes
It Was Almost Like A Song,Ronnie Milsap
Tender Lover,Babyface
The Lady In Red,Chris de Burgh
Goody Goody Gumdrops,1910 Fruitgum Co.
Valerie,Cymarron
Feed The Tree,Belly
Jamie,Ray Parker Jr.
Love Is Gonna Come At Last,Badfinger
The Purple People Eater Meets The Witch Doctor,Joe South
I Wanna Be Loved,House Of Lords
Do G's Get To Go To Heaven?,Richie Rich
Something Happened,Paul Anka
Everything Is Alright,Spider
Gyalchester,Drake
Fire,Subway
Freak-A-Zoid,Midnight Star
"Wish You Were Here, Buddy",Pat Boone
It's A Laugh,Daryl Hall John Oates
Speed Ball,Ray Stevens
Slow Love,Doc Box & B. Fresh
Cumbersome,Seven Mary Three
Monopoly,Ariana Grande & Victoria Monet
Exodus,Eddie Harris
Dedicated (To The Songs I Love),The 3 Friends
Don't Mention My Name,The Shepherd Sisters
You're My Man,Lynn Anderson
Who's In The Strawberry Patch With Sally,Tony Orlando & Dawn
Turn Down For What,DJ Snake & Lil Jon
What It Comes Down To,The Isley Brothers
In The Time Of Our Lives,Iron Butterfly
I Gotcha,Joe Tex
The First Time,Surface
Mental Picture,Jon Secada
Do It On The Tip,Megan Thee Stallion Featuring City Girls & Hot Girl Meg
Try Me,James Brown And The Famous Flames
Glitch,Taylor Swift
Woo Baby,Pop Smoke Featuring Chris Brown
Darkest Street In Town,Jimmy Clanton
Brooklyn Roads,Neil Diamond
Beer Can't Fix,Thomas Rhett Featuring Jon Pardi
One Chain (Don't Make No Prison),Santana
God Only Knows,Marilyn Scott
Sexy And I Know It,Glee Cast Featuring Ricky Martin
"Can't Get Enough Of You, Baby",? (Question Mark) & The Mysterians
Hip To Be Square,Huey Lewis & The News
Time After Time,Chris Montez
Softly Whispering I Love You,The English Congregation
Bad Blood,Taylor Swift Featuring Kendrick Lamar
Deja Vu,Lauren Duski
Dreamy Eyes,Johnny Tillotson
Papa Was A Rollin' Stone,The Undisputed Truth
Misled,Kool & The Gang
Marvins Room,Drake
Scoop,Lil Nas X Featuring Doja Cat
Chitty Chitty Bang Bang,Paul Mauriat
Bleed,A Boogie Wit da Hoodie
Solo,Frank Ocean
Beautiful,Glee Cast
Come Share The Good Times With Me,Julie Monday
Purple Hearts,"Kendrick Lamar, Summer Walker & Ghostface Killah"
You Got What It Takes,Marv Johnson
Walk Right In,The Rooftop Singers
Victim Of Love,Elton John
Just A Moment Ago,Soul Sisters
Don't Set Me Free,Ray Charles and his Orchestra
It's Almost Tomorrow,Jimmy Velvet
Little Miss Sad,The Five Emprees
Holy Key,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright"
A Dollar Down,The Limeliters
Too Late To Worry - Too Blue To Cry,Glen Campbell
Immortal,J. Cole
All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj
The Sun Ain't Gonna Shine (Anymore),The Walker Bros.
"Yes Sir, That's My Baby",Ricky Nelson
Roll Over Beethoven,The Velaires
Fools Hall Of Fame,Pat Boone
Bad At Love,Halsey
Red Sails In The Sunset,Fats Domino
Done For Me,Charlie Puth Featuring Kehlani
Rain On Me,Lady Gaga & Ariana Grande
Do The Thing,Lou Courtney
Home,Glee Cast Featuring Kristin Chenoweth
Only Yesterday,Carpenters
"Natural One (From ""Kids"")",Folk Implosion
Dream Merchant,New Birth
Gorgeous,Taylor Swift
Walk Away,Donna Summer
It Don't Matter To Me,Bread
I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick
Wake Me Up!,Avicii
The Note,Daryle Singletary
If You Remember Me,Chris Thompson & Night
Money's Just A Touch Away,Mack 10 Featuring Gerald Levert
Partyman,Prince
Midnight Stroll,The Revels
Say I Yi Yi,Ying Yang Twins
Sun's Gonna Rise,Sass Jordan
Half Heaven - Half Heartache,Gene Pitney
Everywhere,Michelle Branch
Who Found Who,Jellybean Featuring Elisa Fiorillo
It Ends Tonight,The All-American Rejects
Friendship Train,Gladys Knight And The Pips
Outstanding,Gunna
Tonite's Tha Night,Kris Kross
You Only Live Twice,Nancy Sinatra
Repeat After Me (Interlude),The Weeknd
Your Song,Rod Stewart
All Along The Watchtower,The Jimi Hendrix Experience
If You've Got The Time,The Babys
Bad Bad Boys,Midi Maxi & Efti
Gnarly,Kodak Black Featuring Lil Pump
Everybody Wants You,Billy Squier
Hootenanny,The Glencoves
Time's Up!,Jadakiss Featuring Nate Dogg
How Long,Ace
Trollz,6ix9ine & Nicki Minaj
My Obsession,Icehouse
It Ain't Me Babe,The Turtles
Should've Been Us,Tori Kelly
Puff (The Magic Dragon),"Peter, Paul & Mary"
Totally Hot,Olivia Newton-John
Why,The Beatles With Tony Sheridan
Bottle Of Wine,The Fireballs
The Payback - Part I,James Brown
First Dance,Justin Bieber Featuring Usher
Nothing Ever Goes As Planned,Styx
Blue Sky Mine,Midnight Oil
Sir Baudelaire,"Tyler, The Creator Featuring DJ Drama"
Blessed,Martina McBride
I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi"
Air Travel,Ray And Bob
I Love You Period,Dan Baird
Caramel,City High Featuring Eve
Problem,Ariana Grande Featuring Iggy Azalea
Joy,Mitch Ryder
Save Me,Donna McDaniel
She's A Heartbreaker,Gene Pitney
Let's Twist Again,Chubby Checker
Red Light,David Nail
Settle Down,No Doubt
Time Alone Will Tell,Connie Francis
Whole Lotta Love,King Curtis & The Kingpins
No Sleep,Wiz Khalifa
Rockstar In His Prime,Juice WRLD
Talking About My Baby,Gloria Walker
Crazy World,Big Trouble
The Carpal Tunnel Of Love,Fall Out Boy
Stomp!,The Brothers Johnson
Separate Ways,Elvis Presley
Give Peace A Chance,The Peace Choir
You Shook Me All Night Long,AC/DC
Meadows,Joe Walsh
Hardhearted Hannah,Ray Charles
Come Back,The Five Stairsteps
I Can't See Myself Leaving You,Aretha Franklin
Am I Black Enough For You,Billy Paul
Brontosaurus Stomp,The Piltdown Men
Jackie Blue,Ozark Mountain Daredevils
Kids In America,Kim Wilde
Teacher Teacher,Rockpile
Oh Yes (aka 'Postman'),Juelz Santana
Wanna Be That Song,Brett Eldredge
Bloodline,Ariana Grande
Highwire,The Rolling Stones
Hung Up,Madonna
Creek Will Rise,Conner Smith
Just For Old Time's Sake,The McGuire Sisters
Runaway,Luis Cardenas
Spill The Wine,Eric Burdon And War
I Feel Fine,The Beatles
Rescue Me,Fontella Bass
19,Paul Hardcastle
Fool If You Think It's Over,Chris Rea
Rock Wit U (Awww Baby),Ashanti
Hands On The Radio,Henry Lee Summer
8th Of November,Big & Rich
Candy,Cameo
A Little Bit Of Love (Is All It Takes),New Edition
Fox On The Run,Manfred Mann
Once An Addict (Interlude),J. Cole
Ok Ok,Kanye West
Haunted,Taylor Swift
Little Star,The Elegants
Dear Reader,Taylor Swift
You're Looking Good,Dee Clark
Dreamin',Johnny Burnette
You're My Blessing,Lou Rawls
We Own The Night,The Wanted
Spirit In The Sky,Doctor And The Medics
My Claire De Lune,Steve Lawrence
"Turn The Beat Around (From ""The Specialist"")",Gloria Estefan
You And  I / You And I,Glee Cast
Hero,Chad Kroeger Featuring Josey Scott
I (Who Have Nothing),Terry Knight and The Pack
Smile,Tony Bennett
How Do You Get That Lonely,Blaine Larsen
Inside Outside,The Cover Girls
Down To The Nightclub,Tower Of Power
The Motion,Drake
Little Bad Girl,David Guetta Featuring Taio Cruz & Ludacris
Turn Around (5 4 3 2 1),Flo Rida
Rescue Me,Melissa Manchester
Janet,Commodores
Bad Brakes,Cat Stevens
Wild World,Cat Stevens
Man Against The World,Survivor
Night Falls,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair"
Prom Queen,Lil Wayne Featuring Shanell AKA SNL
Treat You Better,Shawn Mendes
Nobody,Wonder Girls
Goldfinger,John Barry and His Orchestra
My Memories Of You,Donnie and The Dreamers
One More Night,Maroon 5
Rollin',Limp Bizkit
Arizona,Mark Lindsay
